Dyak_NY73PB	1	29877693
Dyak_NY73PB	2	26819126
Dyak_NY73PB	3	14214680
Dyak_NY73PB	4	13143520
Dyak_NY73PB	5	11118236
Dyak_NY73PB	6	10098000
Dyak_NY73PB	7	9628551
Dyak_NY73PB	8	8007287
Dyak_NY73PB	9	5518546
Dyak_NY73PB	10	3302028
Dyak_NY73PB	11	3065698
Dyak_NY73PB	12	2063368
Dyak_NY73PB	13	1773690
Dyak_NY73PB	14	1398778
Dyak_NY73PB	15	1174889
Dyak_NY73PB	16	814132
Dyak_NY73PB	17	787174
Dyak_NY73PB	18	727212
Dyak_NY73PB	19	683025
Dyak_NY73PB	20	628139
Dyak_NY73PB	21	231518
Dyak_NY73PB	22	229230
Dyak_NY73PB	23	140649
Dyak_NY73PB	24	131090
Dyak_NY73PB	25	125438
Dyak_NY73PB	26	113054
Dyak_NY73PB	27	109002
Dyak_NY73PB	28	107481
Dyak_NY73PB	29	107426
Dyak_NY73PB	30	105055
Dyak_NY73PB	31	96462
Dyak_NY73PB	32	95585
Dyak_NY73PB	33	94706
Dyak_NY73PB	34	91792
Dyak_NY73PB	35	91441
Dyak_NY73PB	36	87945
Dyak_NY73PB	37	87041
Dyak_NY73PB	38	83086
Dyak_NY73PB	39	80765
Dyak_NY73PB	40	78856
Dyak_NY73PB	41	78208
Dyak_NY73PB	42	76240
Dyak_NY73PB	43	74566
Dyak_NY73PB	44	73774
Dyak_NY73PB	45	69713
Dyak_NY73PB	46	69087
Dyak_NY73PB	47	64867
Dyak_NY73PB	48	62743
Dyak_NY73PB	49	61784
Dyak_NY73PB	50	60993
Dyak_NY73PB	51	60514
Dyak_NY73PB	52	60334
Dyak_NY73PB	53	59759
Dyak_NY73PB	54	58639
Dyak_NY73PB	55	58313
Dyak_NY73PB	56	57132
Dyak_NY73PB	57	56939
Dyak_NY73PB	58	54155
Dyak_NY73PB	59	53748
Dyak_NY73PB	60	52058
Dyak_NY73PB	61	50739
Dyak_NY73PB	62	50475
Dyak_NY73PB	63	48406
Dyak_NY73PB	64	48170
Dyak_NY73PB	65	47945
Dyak_NY73PB	66	47181
Dyak_NY73PB	67	45556
Dyak_NY73PB	68	43196
Dyak_NY73PB	69	42348
Dyak_NY73PB	70	38551
Dyak_NY73PB	71	37777
Dyak_NY73PB	72	37266
Dyak_NY73PB	73	36376
Dyak_NY73PB	74	35157
Dyak_NY73PB	75	35113
Dyak_NY73PB	76	34810
Dyak_NY73PB	77	33725
Dyak_NY73PB	78	32817
Dyak_NY73PB	79	32297
Dyak_NY73PB	80	31536
Dyak_NY73PB	81	30207
Dyak_NY73PB	82	29990
Dyak_NY73PB	83	29808
Dyak_NY73PB	84	29486
Dyak_NY73PB	85	28734
Dyak_NY73PB	86	28121
Dyak_NY73PB	87	27794
Dyak_NY73PB	88	27387
Dyak_NY73PB	89	26481
Dyak_NY73PB	90	24614
Dyak_NY73PB	91	23746
Dyak_NY73PB	92	22966
Dyak_NY73PB	93	22880
Dyak_NY73PB	94	22426
Dyak_NY73PB	95	22235
Dyak_NY73PB	96	20693
Dyak_NY73PB	97	20500
Dyak_NY73PB	98	19639
Dyak_NY73PB	99	19611
Dyak_NY73PB	100	19388
Dyak_NY73PB	101	18470
Dyak_NY73PB	102	18442
Dyak_NY73PB	103	17469
Dyak_NY73PB	104	17373
Dyak_NY73PB	105	17262
Dyak_NY73PB	106	16738
Dyak_NY73PB	107	16193
Dyak_NY73PB	108	16178
Dyak_NY73PB	109	16033
Dyak_NY73PB	110	16031
Dyak_NY73PB	111	15794
Dyak_NY73PB	112	15691
Dyak_NY73PB	113	15448
Dyak_NY73PB	114	15341
Dyak_NY73PB	115	14380
Dyak_NY73PB	116	14028
Dyak_NY73PB	117	13165
Dyak_NY73PB	118	12951
Dyak_NY73PB	119	9470
Dyak_NY73PB	120	8980
Dyak_NY73PB	121	5930
Dyak_NY73PB	122	4416
Dyak_NY73PB	123	2589
Dmel_ISO1	1	27905053
Dmel_ISO1	2	21907215
Dmel_ISO1	3	21485538
Dmel_ISO1	4	19478218
Dmel_ISO1	5	17021040
Dmel_ISO1	6	5107766
Dmel_ISO1	7	4506129
Dmel_ISO1	8	1933284
Dmel_ISO1	9	1763709
Dmel_ISO1	10	1200662
Dmel_ISO1	11	1156776
Dmel_ISO1	12	1093371
Dmel_ISO1	13	947676
Dmel_ISO1	14	934603
Dmel_ISO1	15	839630
Dmel_ISO1	16	723319
Dmel_ISO1	17	666663
Dmel_ISO1	18	560967
Dmel_ISO1	19	533281
Dmel_ISO1	20	489812
Dmel_ISO1	21	475322
Dmel_ISO1	22	392358
Dmel_ISO1	23	353733
Dmel_ISO1	24	353239
Dmel_ISO1	25	326047
Dmel_ISO1	26	300074
Dmel_ISO1	27	231334
Dmel_ISO1	28	198153
Dmel_ISO1	29	178628
Dmel_ISO1	30	176605
Dmel_ISO1	31	174042
Dmel_ISO1	32	170808
Dmel_ISO1	33	162162
Dmel_ISO1	34	162054
Dmel_ISO1	35	159200
Dmel_ISO1	36	136040
Dmel_ISO1	37	130469
Dmel_ISO1	38	120223
Dmel_ISO1	39	115851
Dmel_ISO1	40	110697
Dmel_ISO1	41	107634
Dmel_ISO1	42	88768
Dmel_ISO1	43	86485
Dmel_ISO1	44	83949
Dmel_ISO1	45	81922
Dmel_ISO1	46	79459
Dmel_ISO1	47	79293
Dmel_ISO1	48	76224
Dmel_ISO1	49	71293
Dmel_ISO1	50	69921
Dmel_ISO1	51	68253
Dmel_ISO1	52	64906
Dmel_ISO1	53	60477
Dmel_ISO1	54	59515
Dmel_ISO1	55	59259
Dmel_ISO1	56	51887
Dmel_ISO1	57	50625
Dmel_ISO1	58	50414
Dmel_ISO1	59	49396
Dmel_ISO1	60	47397
Dmel_ISO1	61	45914
Dmel_ISO1	62	45241
Dmel_ISO1	63	45120
Dmel_ISO1	64	44178
Dmel_ISO1	65	44021
Dmel_ISO1	66	42157
Dmel_ISO1	67	40696
Dmel_ISO1	68	40176
Dmel_ISO1	69	37106
Dmel_ISO1	70	36785
Dmel_ISO1	71	36251
Dmel_ISO1	72	35302
Dmel_ISO1	73	34314
Dmel_ISO1	74	33635
Dmel_ISO1	75	33316
Dmel_ISO1	76	31460
Dmel_ISO1	77	31034
Dmel_ISO1	78	30445
Dmel_ISO1	79	29115
Dmel_ISO1	80	28305
Dmel_ISO1	81	27270
